plate.no,s1,s2,s1.rate,s2.rate,s1.win,s1.loss,draw,s1.initial.mm,s2.initial.mm,s1.cbh,s2.cbh,s1.phos,s2.phos,s1.nag,s2.nag,s1.lap,s2.lap,s1.bg,s2.bg,s1.perox1,s1.phenox,s1.perox2,s2.perox1,s2.phenox,s2.perox2,s1.density,s2.density,s2.decomp,s1.decomp
743,a.tab.s,p.rufa.acer.n,1.07,8.75,0,1,0,8,19,0.7884573604,0.0953101798,2.1860512767,1.064710737,2.2617630985,0.3364722366,-1.6094379124,-9.210340372,1.9169226122,-0.5108256238,-0.4604494164,0.4855078158,2.8334486105,-2.6882475738,-0.7486598905,3.4752529715,0.63,0.14,22.35752392,3.427200194
744,h.crust.n,p.rufa.acer.n,1.96,8.75,0,0,1,11,16,0.6418538862,0.0953101798,2.1162555148,1.064710737,1.4350845253,0.3364722366,-0.9162907319,-9.210340372,0.4054651081,-0.5108256238,-3.9633162998,-2.2730262908,1.6917549549,-2.6882475738,-0.7486598905,3.4752529715,0.12,0.14,22.35752392,13.72876988
749,x.sub.s,p.rufa.acer.n,0.77,8.75,0,0,1,15,12,0.4700036292,0.0953101798,3.9608131696,1.064710737,3.9278963546,0.3364722366,-9.210340372,-9.210340372,1.4586150227,-0.5108256238,-9.210340372,-9.210340372,-9.210340372,-2.6882475738,-0.7486598905,3.4752529715,1.74,0.14,22.35752392,7.946876322
751,a.gal1.s,p.rufa.acer.s,0.25,8.51,0,0,1,12,15,0.1823215568,0.0953101798,3.7864597825,-0.1053605157,3.8199077165,0.6418538862,-9.210340372,-9.210340372,1.064710737,0.4700036292,-2.8824035882,-3.4265151896,1.346773603,-9.210340372,-2.6172958378,2.761590968,0.1,0.27,18.86224753,9.293488332
752,a.gal10.n,p.rufa.acer.s,0.35,8.51,0,1,0,9,18,0.6418538862,0.0953101798,3.5973122606,-0.1053605157,3.0955776085,0.6418538862,-9.210340372,-9.210340372,0.8329091229,0.4700036292,-3.1010927892,-1.9661128564,0.7357276281,-9.210340372,-2.6172958378,2.761590968,1.02,0.27,18.86224753,0.356187481
753,a.gal2.s,p.rufa.acer.s,0.21,8.51,0,1,0,11,16,0.0953101798,0.0953101798,4.0707346966,-0.1053605157,3.277144733,0.6418538862,-9.210340372,-9.210340372,1.1631508098,0.4700036292,-3.4112477175,-3.5065578973,1.205970807,-9.210340372,-2.6172958378,2.761590968,0.16,0.27,18.86224753,5.892850433
757,a.gal8.n,p.rufa.acer.s,0.25,8.51,0,1,0,5,22,0,0.0953101798,4.1059436981,-0.1053605157,4.4659081187,0.6418538862,-2.302585093,-9.210340372,1.3609765531,0.4700036292,-2.718100537,-3.5755507688,0.9939922395,-9.210340372,-2.6172958378,2.761590968,0.55,0.27,18.86224753,1.027734335
758,a.gal9.n,p.rufa.acer.s,0.76,8.51,0,1,0,11,16,0.5877866649,0.0953101798,3.797733859,-0.1053605157,4.2180360346,0.6418538862,-0.6931471806,-9.210340372,1.1939224685,0.4700036292,-3.3382225825,-3.0365542681,1.7012875661,-9.210340372,-2.6172958378,2.761590968,0.61,0.27,18.86224753,1.669943466
761,a.tab.n,p.rufa.acer.s,0.5,8.51,0,1,0,12,15,1.3083328197,0.0953101798,2.8449093838,-0.1053605157,3.1000922889,0.6418538862,-0.6931471806,-9.210340372,2.533696814,0.4700036292,-2.1037342342,0.6097655716,2.464959012,-9.210340372,-2.6172958378,2.761590968,0.07,0.27,18.86224753,0.198481058
774,a.gal8.n,p.sang.s,0.25,4.97,0,0,1,6,21,0,0,4.1059436981,0.3364722366,4.4659081187,0.1823215568,-2.302585093,-9.210340372,1.3609765531,0.6418538862,-2.718100537,-3.5755507688,0.9939922395,-1.6873994539,-1.9696906777,2.784270227,0.55,0.02,18.52482836,1.027734335
775,a.gal9.n,p.sang.s,0.76,4.97,0,0,1,13,14,0.5877866649,0,3.797733859,0.3364722366,4.2180360346,0.1823215568,-0.6931471806,-9.210340372,1.1939224685,0.6418538862,-3.3382225825,-3.0365542681,1.7012875661,-1.6873994539,-1.9696906777,2.784270227,0.61,0.02,18.52482836,1.669943466
785,x.sub.s,p.sang.s,0.77,4.97,0,0,1,16,11,0.4700036292,0,3.9608131696,0.3364722366,3.9278963546,0.1823215568,-9.210340372,-9.210340372,1.4586150227,0.6418538862,-9.210340372,-9.210340372,-9.210340372,-1.6873994539,-1.9696906777,2.784270227,1.74,0.02,18.52482836,7.946876322
829,a.gal8.n,s.comm.n,0.25,4.41,0,0,1,6,21,0,0,4.1059436981,2.6602595373,4.4659081187,3.3603753871,-2.302585093,-9.210340372,1.3609765531,1.7227665977,-2.718100537,-3.5755507688,0.9939922395,-9.210340372,-9.210340372,-9.210340372,0.55,0.53,2.202539947,1.027734335
834,a.tab.s,s.comm.n,1.07,4.41,0,1,0,13,14,0.7884573604,0,2.1860512767,2.6602595373,2.2617630985,3.3603753871,-1.6094379124,-9.210340372,1.9169226122,1.7227665977,-0.4604494164,0.4855078158,2.8334486105,-9.210340372,-9.210340372,-9.210340372,0.63,0.53,2.202539947,3.427200194
862,x.sub.s,p.flav.n,0.77,8.04,0,0,1,13,14,0.4700036292,0.2623642645,3.9608131696,0.6931471806,3.9278963546,0.6931471806,-9.210340372,-1.6094379124,1.4586150227,0.7884573604,-9.210340372,-9.210340372,-9.210340372,-9.210340372,0.089840704,-9.210340372,1.74,0.05,22.53629806,7.946876322
473,a.gal10.n,h.seti.s,0.35,4.7,0,1,0,11,16,0.6418538862,0.1823215568,3.5973122606,1.3350010667,3.0955776085,1.064710737,-9.210340372,-1.6094379124,0.8329091229,1.1314021115,-3.1010927892,-1.9661128564,0.7357276281,-1.6928195214,-0.2169130016,3.3231998035,1.02,0.03,5.616522775,0.356187481
756,a.gal6.n,p.rufa.acer.s,0.49,8.51,0,1,0,8,19,0.0953101798,0.0953101798,1.5475625087,-0.1053605157,0.5306282511,0.6418538862,-2.302585093,-9.210340372,-0.5108256238,0.4700036292,-2.7333680091,-2.3126354288,-9.210340372,-9.210340372,-2.6172958378,2.761590968,0.91,0.27,18.86224753,1.007099262
386,a.gal9.n,m.meri.s,0.76,1.3,0,0,1,13,14,0.5877866649,0.1823215568,3.797733859,-9.210340372,4.2180360346,0.955511445,-0.6931471806,-9.210340372,1.1939224685,1.3862943611,-3.3382225825,-3.0365542681,1.7012875661,-9.210340372,0.8175747589,-3.0159349809,0.61,0.84,5.826807448,1.669943466
432,a.tab.s,p.robin.n,1.07,2.3,0,0,1,11,16,0.7884573604,0.2623642645,2.1860512767,2.6810215287,2.2617630985,2.0668627595,-1.6094379124,-9.210340372,1.9169226122,0.5877866649,-0.4604494164,0.4855078158,2.8334486105,-0.3181412799,-0.8928183757,3.4574516832,0.63,0.07,4.286605861,3.427200194
449,a.tab.s,p.robin.s,1.07,2.14,0,0,1,15,12,0.7884573604,-0.2231435513,2.1860512767,2.2407096893,2.2617630985,0.8329091229,-1.6094379124,-9.210340372,1.9169226122,0.3364722366,-0.4604494164,0.4855078158,2.8334486105,1.7092832474,-1.2837377728,3.4669851222,0.63,0.12,5.627536099,3.427200194
483,a.tab.s,h.seti.s,1.07,4.7,0,1,0,13,14,0.7884573604,0.1823215568,2.1860512767,1.3350010667,2.2617630985,1.064710737,-1.6094379124,-1.6094379124,1.9169226122,1.1314021115,-0.4604494164,0.4855078158,2.8334486105,-1.6928195214,-0.2169130016,3.3231998035,0.63,0.03,5.616522775,3.427200194
485,m.meri.s,h.seti.s,1.3,4.7,0,0,1,12,15,0.1823215568,0.1823215568,-9.210340372,1.3350010667,0.955511445,1.064710737,-9.210340372,-1.6094379124,1.3862943611,1.1314021115,-9.210340372,0.8175747589,-3.0159349809,-1.6928195214,-0.2169130016,3.3231998035,0.84,0.03,5.616522775,5.826807448
503,m.meri.s,l.huron.n,1.3,3.39,1,0,0,12,15,0.1823215568,0.2623642645,-9.210340372,3.0540011817,0.955511445,2.1400661635,-9.210340372,-0.6931471806,1.3862943611,0.5877866649,-9.210340372,0.8175747589,-3.0159349809,-9.210340372,-4.1997050779,-9.210340372,0.84,0.41,6.034048275,5.826807448
516,a.gal9.n,p.gilv.n,0.76,4.04,0,0,1,14,13,0.5877866649,0.1823215568,3.797733859,1.2237754316,4.2180360346,1.1939224685,-0.6931471806,-1.2039728043,1.1939224685,0.7884573604,-3.3382225825,-3.0365542681,1.7012875661,-1.3903023825,-1.1809075314,2.6712133111,0.61,0.03,19.83733882,1.669943466
552,a.gal9.n,s.comm.s,0.76,2.57,0,0,1,15,12,0.5877866649,0.3364722366,3.797733859,2.8273136219,4.2180360346,1.5040773968,-0.6931471806,-2.302585093,1.1939224685,1.9169226122,-3.3382225825,-3.0365542681,1.7012875661,-9.210340372,-9.210340372,-9.210340372,0.61,0.59,3.336405008,1.669943466
558,m.meri.s,s.comm.s,1.3,2.57,0,1,0,9,18,0.1823215568,0.3364722366,-9.210340372,2.8273136219,0.955511445,1.5040773968,-9.210340372,-2.302585093,1.3862943611,1.9169226122,-9.210340372,0.8175747589,-3.0159349809,-9.210340372,-9.210340372,-9.210340372,0.84,0.59,3.336405008,5.826807448
559,p.robin.s,s.comm.s,2.14,2.57,0,0,1,11,16,-0.2231435513,0.3364722366,2.2407096893,2.8273136219,0.8329091229,1.5040773968,-9.210340372,-2.302585093,0.3364722366,1.9169226122,1.7092832474,-1.2837377728,3.4669851222,-9.210340372,-9.210340372,-9.210340372,0.12,0.59,3.336405008,5.627536099
631,a.tab.s,l.carib.s,1.07,3.77,0,0,1,14,13,0.7884573604,1.0986122887,2.1860512767,0.8329091229,2.2617630985,3.1179499063,-1.6094379124,-1.2039728043,1.9169226122,1.7227665977,-0.4604494164,0.4855078158,2.8334486105,-9.210340372,-0.6568152513,3.4576092206,0.63,0.1,6.091290821,3.427200194
661,a.gal6.n,l.crin.s,0.49,6.38,0,1,0,14,13,0.0953101798,-0.5108256238,1.5475625087,-1.2039728043,0.5306282511,1.1939224685,-2.302585093,-2.302585093,-0.5108256238,-1.6094379124,-2.7333680091,-2.3126354288,-9.210340372,-1.826350914,-1.3432348717,3.0818640972,0.91,0.05,9.335356141,1.007099262
711,a.gal1.s,m.trem.s,0.25,9.62,0,1,0,11,16,0.1823215568,0.2623642645,3.7864597825,0.7419373447,3.8199077165,1.064710737,-9.210340372,-9.210340372,1.064710737,0.6931471806,-2.8824035882,-3.4265151896,1.346773603,-9.210340372,0.8754687374,0.4001175018,0.1,0.02,16.00854975,9.293488332
771,a.gal3.s,p.sang.s,0.25,4.97,0,1,0,15,12,0.3364722366,0,3.8836235309,0.3364722366,3.2733640102,0.1823215568,-9.210340372,-9.210340372,0.6418538862,0.6418538862,-3.6888794541,-5.8091429903,-0.0304592075,-1.6873994539,-1.9696906777,2.784270227,0.5,0.02,18.52482836,5.816010102
835,h.crust.n,s.comm.n,1.96,4.41,0,0,1,9,18,0.6418538862,0,2.1162555148,2.6602595373,1.4350845253,3.3603753871,-0.9162907319,-9.210340372,0.4054651081,1.7227665977,-3.9633162998,-2.2730262908,1.6917549549,-9.210340372,-9.210340372,-9.210340372,0.12,0.53,2.202539947,13.72876988
390,a.tab.s,m.meri.s,1.07,1.3,0,0,1,13,14,0.7884573604,0.1823215568,2.1860512767,-9.210340372,2.2617630985,0.955511445,-1.6094379124,-9.210340372,1.9169226122,1.3862943611,-0.4604494164,0.4855078158,2.8334486105,-9.210340372,0.8175747589,-3.0159349809,0.63,0.84,5.826807448,3.427200194
404,m.meri.s,h.crust.n,1.3,1.96,0,0,1,11,16,0.1823215568,0.6418538862,-9.210340372,2.1162555148,0.955511445,1.4350845253,-9.210340372,-0.9162907319,1.3862943611,0.4054651081,-9.210340372,0.8175747589,-3.0159349809,-3.9633162998,-2.2730262908,1.6917549549,0.84,0.12,13.72876988,5.826807448
419,m.meri.s,p.har.n,1.3,1.54,0,0,1,12,15,0.1823215568,0.6418538862,-9.210340372,2.6672282066,0.955511445,1.6486586256,-9.210340372,-0.1053605157,1.3862943611,0.9162907319,-9.210340372,0.8175747589,-3.0159349809,0.3311006928,-2.0249533564,0.818677903,0.84,1.8,13.01803729,5.826807448
474,a.gal2.s,h.seti.s,0.21,4.7,0,1,0,0,27,0.0953101798,0.1823215568,4.0707346966,1.3350010667,3.277144733,1.064710737,-9.210340372,-1.6094379124,1.1631508098,1.1314021115,-3.4112477175,-3.5065578973,1.205970807,-1.6928195214,-0.2169130016,3.3231998035,0.16,0.03,5.616522775,5.892850433
482,a.tab.n,h.seti.s,0.5,4.7,0,1,0,12,15,1.3083328197,0.1823215568,2.8449093838,1.3350010667,3.1000922889,1.064710737,-0.6931471806,-1.6094379124,2.533696814,1.1314021115,-2.1037342342,0.6097655716,2.464959012,-1.6928195214,-0.2169130016,3.3231998035,0.07,0.03,5.616522775,0.198481058
489,a.gal1.s,l.huron.n,0.25,3.39,0,0,1,25,2,0.1823215568,0.2623642645,3.7864597825,3.0540011817,3.8199077165,2.1400661635,-9.210340372,-0.6931471806,1.064710737,0.5877866649,-2.8824035882,-3.4265151896,1.346773603,-9.210340372,-4.1997050779,-9.210340372,0.1,0.41,6.034048275,9.293488332
522,m.meri.s,p.gilv.n,1.3,4.04,1,0,0,13,14,0.1823215568,0.1823215568,-9.210340372,1.2237754316,0.955511445,1.1939224685,-9.210340372,-1.2039728043,1.3862943611,0.7884573604,-9.210340372,0.8175747589,-3.0159349809,-1.3903023825,-1.1809075314,2.6712133111,0.84,0.03,19.83733882,5.826807448
557,h.crust.n,s.comm.s,1.96,2.57,0,1,0,7,20,0.6418538862,0.3364722366,2.1162555148,2.8273136219,1.4350845253,1.5040773968,-0.9162907319,-2.302585093,0.4054651081,1.9169226122,-3.9633162998,-2.2730262908,1.6917549549,-9.210340372,-9.210340372,-9.210340372,0.12,0.59,3.336405008,13.72876988
633,m.meri.s,l.carib.s,1.3,3.77,0,0,1,12,15,0.1823215568,1.0986122887,-9.210340372,0.8329091229,0.955511445,3.1179499063,-9.210340372,-1.2039728043,1.3862943611,1.7227665977,-9.210340372,0.8175747589,-3.0159349809,-9.210340372,-0.6568152513,3.4576092206,0.84,0.1,6.091290821,5.826807448
697,a.gal5.s,m.trem.n,0.25,10.62,0,0,1,16,11,0.6931471806,0.1823215568,2.5649493575,2.3978952728,2.4680995315,1.1314021115,-2.302585093,-9.210340372,0.955511445,0.7419373447,-2.8387285247,-2.8647040111,-0.1036952363,-9.210340372,-0.3112919381,2.6779345772,0.65,0.08,27.56421068,7.28979367
698,a.gal6.n,m.trem.n,0.49,10.62,0,1,0,11,16,0.0953101798,0.1823215568,1.5475625087,2.3978952728,0.5306282511,1.1314021115,-2.302585093,-9.210340372,-0.5108256238,0.7419373447,-2.7333680091,-2.3126354288,-9.210340372,-9.210340372,-0.3112919381,2.6779345772,0.91,0.08,27.56421068,1.007099262
715,a.gal5.s,m.trem.s,0.25,9.62,0,1,0,14,13,0.6931471806,0.2623642645,2.5649493575,0.7419373447,2.4680995315,1.064710737,-2.302585093,-9.210340372,0.955511445,0.6931471806,-2.8387285247,-2.8647040111,-0.1036952363,-9.210340372,0.8754687374,0.4001175018,0.65,0.02,16.00854975,7.28979367
755,a.gal5.s,p.rufa.acer.s,0.25,8.51,0,1,0,20,7,0.6931471806,0.0953101798,2.5649493575,-0.1053605157,2.4680995315,0.6418538862,-2.302585093,-9.210340372,0.955511445,0.4700036292,-2.8387285247,-2.8647040111,-0.1036952363,-9.210340372,-2.6172958378,2.761590968,0.65,0.27,18.86224753,7.28979367
768,a.gal1.s,p.sang.s,0.25,4.97,0,1,0,15,12,0.1823215568,0,3.7864597825,0.3364722366,3.8199077165,0.1823215568,-9.210340372,-9.210340372,1.064710737,0.6418538862,-2.8824035882,-3.4265151896,1.346773603,-1.6873994539,-1.9696906777,2.784270227,0.1,0.02,18.52482836,9.293488332
777,a.sin.n,p.sang.s,0.77,4.97,0,0,1,8,19,0.5877866649,0,2.2082744135,0.3364722366,2.5572273114,0.1823215568,-9.210340372,-9.210340372,0.8329091229,0.6418538862,-1.9275791924,-0.1210383284,-9.210340372,-1.6873994539,-1.9696906777,2.784270227,0.12,0.02,18.52482836,7.046624332
388,a.sin.n,m.meri.s,0.77,1.3,0,1,0,10,17,0.5877866649,0.1823215568,2.2082744135,-9.210340372,2.5572273114,0.955511445,-9.210340372,-9.210340372,0.8329091229,1.3862943611,-1.9275791924,-0.1210383284,-9.210340372,-9.210340372,0.8175747589,-3.0159349809,0.12,0.84,5.826807448,7.046624332
389,a.tab.n,m.meri.s,0.5,1.3,0,0,1,13,14,1.3083328197,0.1823215568,2.8449093838,-9.210340372,3.1000922889,0.955511445,-0.6931471806,-9.210340372,2.533696814,1.3862943611,-2.1037342342,0.6097655716,2.464959012,-9.210340372,0.8175747589,-3.0159349809,0.07,0.84,5.826807448,0.198481058
391,x.sub.s,m.meri.s,0.77,1.3,0,0,1,22,5,0.4700036292,0.1823215568,3.9608131696,-9.210340372,3.9278963546,0.955511445,-9.210340372,-9.210340372,1.4586150227,1.3862943611,-9.210340372,-9.210340372,-9.210340372,-9.210340372,0.8175747589,-3.0159349809,1.74,0.84,5.826807448,7.946876322
392,a.gal1.s,h.crust.n,0.25,1.96,0,0,1,13,14,0.1823215568,0.6418538862,3.7864597825,2.1162555148,3.8199077165,1.4350845253,-9.210340372,-0.9162907319,1.064710737,0.4054651081,-2.8824035882,-3.4265151896,1.346773603,-3.9633162998,-2.2730262908,1.6917549549,0.1,0.12,13.72876988,9.293488332
403,a.tab.s,h.crust.n,1.07,1.96,0,1,0,11,16,0.7884573604,0.6418538862,2.1860512767,2.1162555148,2.2617630985,1.4350845253,-1.6094379124,-0.9162907319,1.9169226122,0.4054651081,-0.4604494164,0.4855078158,2.8334486105,-3.9633162998,-2.2730262908,1.6917549549,0.63,0.12,13.72876988,3.427200194
438,a.gal1.s,p.robin.s,0.25,2.14,0,0,1,13,14,0.1823215568,-0.2231435513,3.7864597825,2.2407096893,3.8199077165,0.8329091229,-9.210340372,-9.210340372,1.064710737,0.3364722366,-2.8824035882,-3.4265151896,1.346773603,1.7092832474,-1.2837377728,3.4669851222,0.1,0.12,5.627536099,9.293488332
445,a.gal9.n,p.robin.s,0.76,2.14,0,0,1,16,11,0.5877866649,-0.2231435513,3.797733859,2.2407096893,4.2180360346,0.8329091229,-0.6931471806,-9.210340372,1.1939224685,0.3364722366,-3.3382225825,-3.0365542681,1.7012875661,1.7092832474,-1.2837377728,3.4669851222,0.61,0.12,5.627536099,1.669943466
450,h.crust.n,p.robin.s,1.96,2.14,0,0,1,15,12,0.6418538862,-0.2231435513,2.1162555148,2.2407096893,1.4350845253,0.8329091229,-0.9162907319,-9.210340372,0.4054651081,0.3364722366,-3.9633162998,-2.2730262908,1.6917549549,1.7092832474,-1.2837377728,3.4669851222,0.12,0.12,5.627536099,13.72876988
451,m.meri.s,p.robin.s,1.3,2.14,1,0,0,14,13,0.1823215568,-0.2231435513,-9.210340372,2.2407096893,0.955511445,0.8329091229,-9.210340372,-9.210340372,1.3862943611,0.3364722366,-9.210340372,0.8175747589,-3.0159349809,1.7092832474,-1.2837377728,3.4669851222,0.84,0.12,5.627536099,5.826807448
453,x.sub.s,p.robin.s,0.77,2.14,0,0,1,20,7,0.4700036292,-0.2231435513,3.9608131696,2.2407096893,3.9278963546,0.8329091229,-9.210340372,-9.210340372,1.4586150227,0.3364722366,-9.210340372,-9.210340372,-9.210340372,1.7092832474,-1.2837377728,3.4669851222,1.74,0.12,5.627536099,7.946876322
465,a.tab.s,f.fom.n,1.07,4.71,0,0,1,11,16,0.7884573604,0.4700036292,2.1860512767,2.7536607124,2.2617630985,2.1282317058,-1.6094379124,-2.302585093,1.9169226122,0.5877866649,-0.4604494164,0.4855078158,2.8334486105,-0.9755100915,0.0544881853,3.6949609244,0.63,0.002375,21.65586125,3.427200194
466,h.crust.n,f.fom.n,1.96,4.71,1,0,0,10,17,0.6418538862,0.4700036292,2.1162555148,2.7536607124,1.4350845253,2.1282317058,-0.9162907319,-2.302585093,0.4054651081,0.5877866649,-3.9633162998,-2.2730262908,1.6917549549,-0.9755100915,0.0544881853,3.6949609244,0.12,0.002375,21.65586125,13.72876988
506,p.robin.s,l.huron.n,2.14,3.39,0,0,1,16,11,-0.2231435513,0.2623642645,2.2407096893,3.0540011817,0.8329091229,2.1400661635,-9.210340372,-0.6931471806,0.3364722366,0.5877866649,1.7092832474,-1.2837377728,3.4669851222,-9.210340372,-4.1997050779,-9.210340372,0.12,0.41,6.034048275,5.627536099
510,a.gal10.n,p.gilv.n,0.35,4.04,0,0,1,9,18,0.6418538862,0.1823215568,3.5973122606,1.2237754316,3.0955776085,1.1939224685,-9.210340372,-1.2039728043,0.8329091229,0.7884573604,-3.1010927892,-1.9661128564,0.7357276281,-1.3903023825,-1.1809075314,2.6712133111,1.02,0.03,19.83733882,0.356187481
513,a.gal5.s,p.gilv.n,0.25,4.04,0,0,1,18,9,0.6931471806,0.1823215568,2.5649493575,1.2237754316,2.4680995315,1.1939224685,-2.302585093,-1.2039728043,0.955511445,0.7884573604,-2.8387285247,-2.8647040111,-0.1036952363,-1.3903023825,-1.1809075314,2.6712133111,0.65,0.03,19.83733882,7.28979367
514,a.gal6.n,p.gilv.n,0.49,4.04,0,0,1,11,16,0.0953101798,0.1823215568,1.5475625087,1.2237754316,0.5306282511,1.1939224685,-2.302585093,-1.2039728043,-0.5108256238,0.7884573604,-2.7333680091,-2.3126354288,-9.210340372,-1.3903023825,-1.1809075314,2.6712133111,0.91,0.03,19.83733882,1.007099262
515,a.gal8.n,p.gilv.n,0.25,4.04,0,1,0,7,20,0,0.1823215568,4.1059436981,1.2237754316,4.4659081187,1.1939224685,-2.302585093,-1.2039728043,1.3609765531,0.7884573604,-2.718100537,-3.5755507688,0.9939922395,-1.3903023825,-1.1809075314,2.6712133111,0.55,0.03,19.83733882,1.027734335
518,a.sin.n,p.gilv.n,0.77,4.04,0,0,1,11,16,0.5877866649,0.1823215568,2.2082744135,1.2237754316,2.5572273114,1.1939224685,-9.210340372,-1.2039728043,0.8329091229,0.7884573604,-1.9275791924,-0.1210383284,-9.210340372,-1.3903023825,-1.1809075314,2.6712133111,0.12,0.03,19.83733882,7.046624332
519,a.tab.n,p.gilv.n,0.5,4.04,0,0,1,13,14,1.3083328197,0.1823215568,2.8449093838,1.2237754316,3.1000922889,1.1939224685,-0.6931471806,-1.2039728043,2.533696814,0.7884573604,-2.1037342342,0.6097655716,2.464959012,-1.3903023825,-1.1809075314,2.6712133111,0.07,0.03,19.83733882,0.198481058
533,a.gal8.n,p.pend.n,0.25,4.06,0,0,1,5,22,0,0.0953101798,4.1059436981,2.8332133441,4.4659081187,2.8622008809,-2.302585093,-9.210340372,1.3609765531,1.064710737,-2.718100537,-3.5755507688,0.9939922395,-9.210340372,-2.009915479,3.4857529679,0.55,0.32,1.276821072,1.027734335
632,h.crust.n,l.carib.s,1.96,3.77,0,0,1,16,11,0.6418538862,1.0986122887,2.1162555148,0.8329091229,1.4350845253,3.1179499063,-0.9162907319,-1.2039728043,0.4054651081,1.7227665977,-3.9633162998,-2.2730262908,1.6917549549,-9.210340372,-0.6568152513,3.4576092206,0.12,0.1,6.091290821,13.72876988
638,x.sub.s,l.carib.s,0.77,3.77,0,0,1,18,9,0.4700036292,1.0986122887,3.9608131696,0.8329091229,3.9278963546,3.1179499063,-9.210340372,-1.2039728043,1.4586150227,1.7227665977,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-0.6568152513,3.4576092206,1.74,0.1,6.091290821,7.946876322
655,x.sub.s,l.conif.n,0.77,5.16,0,0,1,15,12,0.4700036292,0.2623642645,3.9608131696,3.8416005411,3.9278963546,2.533696814,-9.210340372,0.4054651081,1.4586150227,0.955511445,-9.210340372,-9.210340372,-9.210340372,-4.9618451299,-0.1438703704,3.4754077295,1.74,0.04,20.55167505,7.946876322
662,a.gal8.n,l.crin.s,0.25,6.38,0,1,0,8,19,0,-0.5108256238,4.1059436981,-1.2039728043,4.4659081187,1.1939224685,-2.302585093,-2.302585093,1.3609765531,-1.6094379124,-2.718100537,-3.5755507688,0.9939922395,-1.826350914,-1.3432348717,3.0818640972,0.55,0.05,9.335356141,1.027734335
674,x.sub.s,l.crin.s,0.77,6.38,0,0,1,17,10,0.4700036292,-0.5108256238,3.9608131696,-1.2039728043,3.9278963546,1.1939224685,-9.210340372,-2.302585093,1.4586150227,-1.6094379124,-9.210340372,-9.210340372,-9.210340372,-1.826350914,-1.3432348717,3.0818640972,1.74,0.05,9.335356141,7.946876322
681,a.gal8.n,l.gilb.s,0.25,4.14,0,0,1,8,19,0,0.0953101798,4.1059436981,2.2721258855,4.4659081187,2.8564702062,-2.302585093,-1.2039728043,1.3609765531,0.7419373447,-2.718100537,-3.5755507688,0.9939922395,-9.210340372,-9.210340372,3.3649136846,0.55,0.12,6.846026509,1.027734335
682,a.gal9.n,l.gilb.s,0.76,4.14,0,0,1,15,12,0.5877866649,0.0953101798,3.797733859,2.2721258855,4.2180360346,2.8564702062,-0.6931471806,-1.2039728043,1.1939224685,0.7419373447,-3.3382225825,-3.0365542681,1.7012875661,-9.210340372,-9.210340372,3.3649136846,0.61,0.12,6.846026509,1.669943466
685,a.tab.n,l.gilb.s,0.5,4.14,0,0,1,13,14,1.3083328197,0.0953101798,2.8449093838,2.2721258855,3.1000922889,2.8564702062,-0.6931471806,-1.2039728043,2.533696814,0.7419373447,-2.1037342342,0.6097655716,2.464959012,-9.210340372,-9.210340372,3.3649136846,0.07,0.12,6.846026509,0.198481058
705,h.crust.n,m.trem.n,1.96,10.62,0,0,1,9,18,0.6418538862,0.1823215568,2.1162555148,2.3978952728,1.4350845253,1.1314021115,-0.9162907319,-9.210340372,0.4054651081,0.7419373447,-3.9633162998,-2.2730262908,1.6917549549,-9.210340372,-0.3112919381,2.6779345772,0.12,0.08,27.56421068,13.72876988
769,a.gal10.n,p.sang.s,0.35,4.97,0,0,1,11,16,0.6418538862,0,3.5973122606,0.3364722366,3.0955776085,0.1823215568,-9.210340372,-9.210340372,0.8329091229,0.6418538862,-3.1010927892,-1.9661128564,0.7357276281,-1.6873994539,-1.9696906777,2.784270227,1.02,0.02,18.52482836,0.356187481
770,a.gal2.s,p.sang.s,0.21,4.97,0,0,1,12,15,0.0953101798,0,4.0707346966,0.3364722366,3.277144733,0.1823215568,-9.210340372,-9.210340372,1.1631508098,0.6418538862,-3.4112477175,-3.5065578973,1.205970807,-1.6873994539,-1.9696906777,2.784270227,0.16,0.02,18.52482836,5.892850433
772,a.gal5.s,p.sang.s,0.25,4.97,0,0,1,17,10,0.6931471806,0,2.5649493575,0.3364722366,2.4680995315,0.1823215568,-2.302585093,-9.210340372,0.955511445,0.6418538862,-2.8387285247,-2.8647040111,-0.1036952363,-1.6873994539,-1.9696906777,2.784270227,0.65,0.02,18.52482836,7.28979367
773,a.gal6.n,p.sang.s,0.49,4.97,0,1,0,13,14,0.0953101798,0,1.5475625087,0.3364722366,0.5306282511,0.1823215568,-2.302585093,-9.210340372,-0.5108256238,0.6418538862,-2.7333680091,-2.3126354288,-9.210340372,-1.6873994539,-1.9696906777,2.784270227,0.91,0.02,18.52482836,1.007099262
824,a.gal10.n,s.comm.n,0.35,4.41,0,0,1,14,13,0.6418538862,0,3.5973122606,2.6602595373,3.0955776085,3.3603753871,-9.210340372,-9.210340372,0.8329091229,1.7227665977,-3.1010927892,-1.9661128564,0.7357276281,-9.210340372,-9.210340372,-9.210340372,1.02,0.53,2.202539947,0.356187481
